Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S039,Data Engineering,46,97,88,57,40,17,Engineering,Beginner
S039,Big Data,56,82,64,7,54,29,Engineering,Beginner
S039,Spark,92,82,71,30,99,16,Engineering,Advanced
S039,Leadership,64,93,67,77,95,24,Soft Skills,Intermediate
S039,Project Management,40,68,96,90,55,9,Soft Skills,Beginner
S039,Cybersecurity,90,83,90,75,53,29,Security,Advanced
S040,Python,58,58,41,45,84,15,Programming,Beginner
S040,SQL,42,50,92,50,69,25,Programming,Beginner
S040,Excel,79,57,90,52,41,8,Analytics,Intermediate
S040,Statistics,61,45,51,61,79,4,Analytics,Intermediate
S040,Machine Learning,54,67,91,61,88,13,AI,Beginner
S040,Deep Learning,57,41,52,49,93,15,AI,Beginner
S040,Data Visualization,59,68,98,97,42,19,Analytics,Beginner
S040,Power BI,42,93,53,68,79,27,Analytics,Beginner
S040,Tableau,94,43,98,64,91,11,Analytics,Advanced
S040,Communication,97,70,82,95,69,11,Soft Skills,Advanced
S040,Problem Solving,41,88,48,96,70,28,Soft Skills,Beginner
S040,Critical Thinking,73,95,54,52,64,4,Soft Skills,Intermediate
S040,Cloud Computing,47,48,97,62,76,16,Cloud,Beginner
S040,AWS,84,78,71,62,91,17,Cloud,Advanced
S040,Azure,74,76,58,68,83,29,Cloud,Intermediate
S040,Docker,98,46,67,13,67,6,Cloud,Advanced
S040,Git,68,97,56,20,62,3,Programming,Intermediate
S040,NLP,60,65,75,90,81,12,AI,Intermediate
S040,Computer Vision,81,52,50,58,55,8,AI,Advanced
S040,Data Engineering,79,98,96,44,84,27,Engineering,Intermediate
S040,Big Data,41,69,69,80,49,12,Engineering,Beginner
S040,Spark,50,54,55,85,65,2,Engineering,Beginner
S040,Leadership,89,51,90,94,62,18,Soft Skills,Advanced
S040,Project Management,71,88,77,71,77,3,Soft Skills,Intermediate
S040,Cybersecurity,69,40,69,49,71,28,Security,Intermediate
S041,Python,60,97,85,17,66,4,Programming,Intermediate
S041,SQL,46,61,49,57,54,15,Programming,Beginner
S041,Excel,43,71,62,74,63,20,Analytics,Beginner
S041,Statistics,97,76,59,80,72,28,Analytics,Advanced
S041,Machine Learning,47,40,76,67,61,6,AI,Beginner
S041,Deep Learning,60,71,74,83,44,28,AI,Intermediate
S041,Data Visualization,95,85,89,52,45,25,Analytics,Advanced
S041,Power BI,95,85,98,33,46,8,Analytics,Advanced
S041,Tableau,52,77,57,6,47,11,Analytics,Beginner
S041,Communication,72,93,77,52,66,20,Soft Skills,Intermediate
S041,Problem Solving,51,82,70,95,71,29,Soft Skills,Beginner
S041,Critical Thinking,49,42,84,95,74,15,Soft Skills,Beginner
S041,Cloud Computing,55,52,88,39,91,11,Cloud,Beginner
S041,AWS,98,60,90,58,50,28,Cloud,Advanced
S041,Azure,87,92,74,90,77,14,Cloud,Advanced
S041,Docker,63,89,88,36,94,15,Cloud,Intermediate
S041,Git,82,97,74,7,55,5,Programming,Advanced
S041,NLP,60,49,58,29,43,29,AI,Intermediate
S041,Computer Vision,68,58,82,70,49,29,AI,Intermediate
S041,Data Engineering,82,64,59,52,58,23,Engineering,Advanced
S041,Big Data,63,50,85,59,67,5,Engineering,Intermediate
S041,Spark,98,44,90,25,51,18,Engineering,Advanced
S041,Leadership,43,93,88,46,59,6,Soft Skills,Beginner
S041,Project Management,64,53,50,36,50,29,Soft Skills,Intermediate
S041,Cybersecurity,57,66,94,58,57,24,Security,Beginner
S042,Python,62,50,60,48,44,23,Programming,Intermediate
S042,SQL,80,98,64,58,49,22,Programming,Advanced
S042,Excel,58,40,46,8,40,15,Analytics,Beginner
S042,Statistics,79,51,61,90,89,15,Analytics,Intermediate
S042,Machine Learning,56,68,85,18,89,20,AI,Beginner
S042,Deep Learning,89,87,72,63,82,15,AI,Advanced
S042,Data Visualization,51,79,93,24,69,6,Analytics,Beginner
S042,Power BI,42,67,95,94,69,13,Analytics,Beginner
S042,Tableau,52,41,76,53,77,2,Analytics,Beginner
S042,Communication,75,93,65,79,47,12,Soft Skills,Intermediate
S042,Problem Solving,79,82,61,24,47,29,Soft Skills,Intermediate
S042,Critical Thinking,79,65,69,85,59,20,Soft Skills,Intermediate
S042,Cloud Computing,94,55,85,66,82,7,Cloud,Advanced
S042,AWS,55,84,98,60,87,27,Cloud,Beginner
S042,Azure,92,62,63,77,74,19,Cloud,Advanced
S042,Docker,59,76,81,85,86,23,Cloud,Beginner
S042,Git,96,47,54,99,92,14,Programming,Advanced
S042,NLP,59,99,78,57,94,12,AI,Beginner
S042,Computer Vision,88,56,81,98,68,19,AI,Advanced
S042,Data Engineering,85,50,73,54,46,12,Engineering,Advanced
S042,Big Data,97,73,98,24,89,6,Engineering,Advanced
S042,Spark,63,49,71,56,54,5,Engineering,Intermediate
S042,Leadership,59,42,76,44,47,8,Soft Skills,Beginner
S042,Project Management,83,95,62,15,85,8,Soft Skills,Advanced
S042,Cybersecurity,68,69,95,64,49,7,Security,Intermediate
S043,Python,67,88,75,17,71,4,Programming,Intermediate
S043,SQL,76,65,61,8,70,18,Programming,Intermediate
S043,Excel,77,63,95,91,61,2,Analytics,Intermediate
S043,Statistics,70,94,50,96,85,5,Analytics,Intermediate
S043,Machine Learning,77,49,79,28,74,12,AI,Intermediate
S043,Deep Learning,87,99,62,21,40,23,AI,Advanced
S043,Data Visualization,70,70,81,61,94,10,Analytics,Intermediate
S043,Power BI,92,95,73,13,61,13,Analytics,Advanced
S043,Tableau,64,87,57,80,79,17,Analytics,Intermediate
S043,Communication,54,81,54,83,94,7,Soft Skills,Beginner
S043,Problem Solving,52,56,71,13,79,20,Soft Skills,Beginner
S043,Critical Thinking,65,66,60,86,52,16,Soft Skills,Intermediate
S043,Cloud Computing,48,51,83,42,58,28,Cloud,Beginner
S043,AWS,46,96,74,52,57,16,Cloud,Beginner
S043,Azure,94,78,43,63,64,8,Cloud,Advanced
S043,Docker,52,84,56,10,58,13,Cloud,Beginner
S043,Git,96,99,65,18,70,22,Programming,Advanced
S043,NLP,43,99,78,76,64,13,AI,Beginner
S043,Computer Vision,71,98,77,67,77,24,AI,Intermediate
S043,Data Engineering,67,92,69,71,67,3,Engineering,Intermediate
S043,Big Data,84,93,73,84,61,29,Engineering,Advanced
S043,Spark,77,47,94,76,96,6,Engineering,Intermediate
S043,Leadership,53,71,74,14,42,27,Soft Skills,Beginner
S043,Project Management,51,88,98,35,68,5,Soft Skills,Beginner
S043,Cybersecurity,91,64,80,35,60,26,Security,Advanced
S044,Python,59,78,61,8,52,13,Programming,Beginner
S044,SQL,81,89,88,24,91,13,Programming,Advanced
S044,Excel,56,93,75,5,54,13,Analytics,Beginner
S044,Statistics,56,63,97,76,89,27,Analytics,Beginner
S044,Machine Learning,84,62,85,76,47,27,AI,Advanced
S044,Deep Learning,65,86,98,17,78,5,AI,Intermediate
S044,Data Visualization,88,67,64,65,55,23,Analytics,Advanced
S044,Power BI,41,93,57,21,69,7,Analytics,Beginner
S044,Tableau,52,71,89,97,85,18,Analytics,Beginner
S044,Communication,52,82,60,98,60,16,Soft Skills,Beginner
S044,Problem Solving,94,56,79,87,91,15,Soft Skills,Advanced
S044,Critical Thinking,48,91,49,99,92,23,Soft Skills,Beginner
S044,Cloud Computing,91,69,72,61,91,9,Cloud,Advanced
S044,AWS,93,86,40,48,74,11,Cloud,Advanced
S044,Azure,73,55,48,36,54,12,Cloud,Intermediate
S044,Docker,72,84,53,61,47,8,Cloud,Intermediate
S044,Git,66,51,40,46,90,11,Programming,Intermediate
S044,NLP,78,82,70,21,72,26,AI,Intermediate
S044,Computer Vision,68,60,60,44,62,24,AI,Intermediate
S044,Data Engineering,45,61,89,41,84,19,Engineering,Beginner
S044,Big Data,93,47,80,53,74,19,Engineering,Advanced
S044,Spark,50,63,88,25,90,2,Engineering,Beginner
S044,Leadership,79,58,78,32,98,17,Soft Skills,Intermediate
S044,Project Management,45,58,95,32,41,6,Soft Skills,Beginner
S044,Cybersecurity,94,76,90,72,61,26,Security,Advanced
S045,Python,88,82,75,62,52,20,Programming,Advanced
S045,SQL,97,71,56,64,85,19,Programming,Advanced
S045,Excel,97,99,74,60,98,28,Analytics,Advanced
S045,Statistics,40,81,57,52,79,1,Analytics,Beginner
S045,Machine Learning,51,47,63,84,89,4,AI,Beginner
S045,Deep Learning,77,83,66,13,86,16,AI,Intermediate
S045,Data Visualization,95,51,70,92,94,14,Analytics,Advanced
S045,Power BI,84,64,73,71,97,24,Analytics,Advanced
S045,Tableau,93,81,48,30,59,8,Analytics,Advanced
S045,Communication,49,58,42,28,44,3,Soft Skills,Beginner
S045,Problem Solving,97,66,55,19,74,12,Soft Skills,Advanced
S045,Critical Thinking,80,92,83,30,86,2,Soft Skills,Advanced
S045,Cloud Computing,62,70,89,88,51,23,Cloud,Intermediate
S045,AWS,43,62,87,59,87,1,Cloud,Beginner
S045,Azure,93,64,41,34,42,26,Cloud,Advanced
S045,Docker,60,64,59,53,91,22,Cloud,Intermediate
S045,Git,60,72,91,42,54,26,Programming,Intermediate
S045,NLP,97,85,91,83,85,25,AI,Advanced
S045,Computer Vision,60,63,96,9,45,17,AI,Intermediate
S045,Data Engineering,82,87,83,51,62,4,Engineering,Advanced
S045,Big Data,66,57,60,96,74,22,Engineering,Intermediate
S045,Spark,79,62,42,44,89,10,Engineering,Intermediate
S045,Leadership,64,91,88,76,94,11,Soft Skills,Intermediate
S045,Project Management,44,97,84,57,94,5,Soft Skills,Beginner
S045,Cybersecurity,95,98,84,97,44,9,Security,Advanced
S046,Python,98,87,41,69,79,28,Programming,Advanced
S046,SQL,90,69,50,96,83,12,Programming,Advanced
S046,Excel,78,65,52,76,93,28,Analytics,Intermediate
S046,Statistics,97,69,48,99,97,21,Analytics,Advanced
S046,Machine Learning,95,86,73,35,91,25,AI,Advanced
S046,Deep Learning,51,40,94,26,79,5,AI,Beginner
S046,Data Visualization,86,40,40,67,81,22,Analytics,Advanced
S046,Power BI,81,60,54,85,61,6,Analytics,Advanced
S046,Tableau,74,84,55,12,86,17,Analytics,Intermediate
S046,Communication,56,93,65,17,56,6,Soft Skills,Beginner
S046,Problem Solving,56,87,53,49,45,3,Soft Skills,Beginner
S046,Critical Thinking,85,53,86,76,54,22,Soft Skills,Advanced
S046,Cloud Computing,66,52,88,35,92,24,Cloud,Intermediate
S046,AWS,74,99,45,73,61,26,Cloud,Intermediate
S046,Azure,88,62,64,38,65,15,Cloud,Advanced
S046,Docker,44,65,59,10,45,27,Cloud,Beginner
S046,Git,89,57,43,21,96,14,Programming,Advanced
S046,NLP,53,52,46,48,94,15,AI,Beginner
S046,Computer Vision,58,82,86,39,56,3,AI,Beginner
S046,Data Engineering,58,59,75,39,71,26,Engineering,Beginner
S046,Big Data,87,83,79,28,56,7,Engineering,Advanced
S046,Spark,82,89,40,36,75,13,Engineering,Advanced
S046,Leadership,45,97,53,41,87,15,Soft Skills,Beginner
S046,Project Management,86,43,79,63,55,28,Soft Skills,Advanced
S046,Cybersecurity,55,43,84,94,67,13,Security,Beginner
S047,Python,41,70,42,12,63,15,Programming,Beginner
S047,SQL,82,70,48,49,41,8,Programming,Advanced
S047,Excel,46,95,83,61,55,3,Analytics,Beginner
S047,Statistics,69,49,77,22,89,5,Analytics,Intermediate
S047,Machine Learning,92,68,78,64,73,11,AI,Advanced
S047,Deep Learning,84,62,44,98,45,24,AI,Advanced
S047,Data Visualization,97,85,83,8,68,23,Analytics,Advanced
S047,Power BI,45,71,81,22,54,8,Analytics,Beginner
S047,Tableau,97,71,48,78,59,6,Analytics,Advanced
S047,Communication,87,95,98,67,42,10,Soft Skills,Advanced
S047,Problem Solving,50,82,56,8,43,17,Soft Skills,Beginner
S047,Critical Thinking,80,58,44,36,61,24,Soft Skills,Advanced
S047,Cloud Computing,45,74,61,69,59,22,Cloud,Beginner
S047,AWS,87,94,50,81,98,10,Cloud,Advanced
S047,Azure,42,48,99,80,62,14,Cloud,Beginner
S047,Docker,72,57,88,77,62,10,Cloud,Intermediate
S047,Git,58,86,44,51,91,23,Programming,Beginner
S047,NLP,69,64,67,29,49,14,AI,Intermediate
S047,Computer Vision,81,96,85,62,69,23,AI,Advanced
S047,Data Engineering,80,64,53,52,73,10,Engineering,Advanced
S047,Big Data,74,50,50,89,60,22,Engineering,Intermediate
S047,Spark,84,46,94,85,41,12,Engineering,Advanced
S047,Leadership,96,81,57,58,98,11,Soft Skills,Advanced
S047,Project Management,55,88,90,22,74,21,Soft Skills,Beginner
S047,Cybersecurity,98,65,55,10,96,12,Security,Advanced
S048,Python,82,86,86,52,81,12,Programming,Advanced
S048,SQL,99,52,43,6,65,27,Programming,Advanced
S048,Excel,66,66,54,76,46,15,Analytics,Intermediate
S048,Statistics,94,85,79,16,52,11,Analytics,Advanced
S048,Machine Learning,56,56,95,40,60,8,AI,Beginner
S048,Deep Learning,44,65,55,40,67,22,AI,Beginner
S048,Data Visualization,68,86,51,34,62,16,Analytics,Intermediate
S048,Power BI,53,49,46,56,99,29,Analytics,Beginner
S048,Tableau,76,68,42,19,75,15,Analytics,Intermediate
S048,Communication,85,91,58,81,81,21,Soft Skills,Advanced
S048,Problem Solving,76,66,94,33,59,25,Soft Skills,Intermediate
S048,Critical Thinking,45,75,41,26,71,16,Soft Skills,Beginner
S048,Cloud Computing,57,44,93,34,84,19,Cloud,Beginner
S048,AWS,62,73,52,47,93,29,Cloud,Intermediate
S048,Azure,75,61,91,56,86,4,Cloud,Intermediate
S048,Docker,48,78,90,23,77,6,Cloud,Beginner
S048,Git,91,86,54,61,59,9,Programming,Advanced
S048,NLP,71,43,89,86,44,20,AI,Intermediate
S048,Computer Vision,62,50,76,26,97,4,AI,Intermediate
S048,Data Engineering,68,83,73,81,81,9,Engineering,Intermediate
S048,Big Data,81,70,46,72,58,10,Engineering,Advanced
S048,Spark,69,70,74,61,60,29,Engineering,Intermediate
S048,Leadership,70,58,70,57,71,2,Soft Skills,Intermediate
S048,Project Management,98,91,49,6,41,28,Soft Skills,Advanced
S048,Cybersecurity,63,56,71,20,55,14,Security,Intermediate
S049,Python,78,92,70,92,40,11,Programming,Intermediate
S049,SQL,94,60,43,75,65,15,Programming,Advanced
S049,Excel,89,51,70,85,72,11,Analytics,Advanced
S049,Statistics,67,71,40,51,67,21,Analytics,Intermediate
S049,Machine Learning,81,46,41,28,43,12,AI,Advanced
S049,Deep Learning,58,65,50,44,89,11,AI,Beginner
S049,Data Visualization,50,84,42,16,42,10,Analytics,Beginner
S049,Power BI,66,88,93,70,88,16,Analytics,Intermediate
S049,Tableau,41,99,93,34,59,6,Analytics,Beginner
S049,Communication,67,64,71,14,99,10,Soft Skills,Intermediate
S049,Problem Solving,79,72,52,46,86,5,Soft Skills,Intermediate
S049,Critical Thinking,93,55,84,26,96,20,Soft Skills,Advanced
S049,Cloud Computing,89,82,66,45,55,2,Cloud,Advanced
S049,AWS,71,65,64,70,51,8,Cloud,Intermediate
S049,Azure,48,51,65,77,49,25,Cloud,Beginner
S049,Docker,73,87,59,43,99,2,Cloud,Intermediate
S049,Git,40,90,99,40,63,22,Programming,Beginner
S049,NLP,66,41,70,61,53,2,AI,Intermediate
S049,Computer Vision,68,54,51,32,59,29,AI,Intermediate
S049,Data Engineering,78,63,60,14,85,14,Engineering,Intermediate
S049,Big Data,76,57,63,18,73,26,Engineering,Intermediate
S049,Spark,51,61,95,74,75,13,Engineering,Beginner
S049,Leadership,75,61,53,84,75,24,Soft Skills,Intermediate
S049,Project Management,64,71,72,49,75,20,Soft Skills,Intermediate
S049,Cybersecurity,57,77,42,27,71,13,Security,Beginner
S050,Python,98,55,98,73,43,21,Programming,Advanced
S050,SQL,79,90,53,99,53,6,Programming,Intermediate
S050,Excel,51,55,56,91,53,29,Analytics,Beginner
S050,Statistics,46,85,71,19,83,17,Analytics,Beginner
S050,Machine Learning,80,93,86,48,73,5,AI,Advanced
S050,Deep Learning,84,66,91,91,79,27,AI,Advanced
S050,Data Visualization,53,54,82,35,74,17,Analytics,Beginner
S050,Power BI,67,58,85,58,62,8,Analytics,Intermediate
S050,Tableau,52,98,59,39,44,9,Analytics,Beginner
S050,Communication,68,45,64,99,61,2,Soft Skills,Intermediate
S050,Problem Solving,84,44,99,95,64,8,Soft Skills,Advanced
S050,Critical Thinking,94,40,59,48,62,11,Soft Skills,Advanced
S050,Cloud Computing,78,86,93,92,50,29,Cloud,Intermediate
S050,AWS,93,65,55,24,85,3,Cloud,Advanced
S050,Azure,40,97,92,5,56,2,Cloud,Beginner
S050,Docker,68,59,45,12,68,16,Cloud,Intermediate
S050,Git,90,72,42,64,74,5,Programming,Advanced
S050,NLP,66,83,51,88,84,20,AI,Intermediate
S050,Computer Vision,48,78,43,23,77,27,AI,Beginner
S050,Data Engineering,84,82,52,17,99,25,Engineering,Advanced
S050,Big Data,61,67,91,57,84,22,Engineering,Intermediate
S050,Spark,82,58,47,76,81,26,Engineering,Advanced
S050,Leadership,87,90,65,27,82,13,Soft Skills,Advanced
S050,Project Management,67,48,59,60,58,16,Soft Skills,Intermediate
S050,Cybersecurity,78,90,51,83,70,23,Security,Intermediate
S051,Python,53,50,65,46,66,11,Programming,Beginner
S051,SQL,77,73,82,23,45,14,Programming,Intermediate
S051,Excel,91,77,88,46,67,1,Analytics,Advanced
S051,Statistics,74,79,47,63,91,22,Analytics,Intermediate
S051,Machine Learning,86,95,46,15,78,29,AI,Advanced
S051,Deep Learning,43,64,51,30,77,14,AI,Beginner
S051,Data Visualization,51,82,90,41,85,21,Analytics,Beginner
S051,Power BI,63,55,96,17,64,29,Analytics,Intermediate
S051,Tableau,93,93,96,8,50,17,Analytics,Advanced
S051,Communication,46,85,97,15,67,22,Soft Skills,Beginner
S051,Problem Solving,80,62,84,27,89,28,Soft Skills,Advanced
S051,Critical Thinking,82,86,96,30,64,22,Soft Skills,Advanced
S051,Cloud Computing,68,58,72,40,53,14,Cloud,Intermediate
S051,AWS,74,69,67,21,42,16,Cloud,Intermediate
S051,Azure,85,69,91,97,84,15,Cloud,Advanced
S051,Docker,85,95,64,55,77,10,Cloud,Advanced
S051,Git,98,86,92,68,93,20,Programming,Advanced
S051,NLP,97,77,62,93,81,7,AI,Advanced
S051,Computer Vision,61,56,57,45,49,10,AI,Intermediate
S051,Data Engineering,96,46,87,54,77,27,Engineering,Advanced
S051,Big Data,91,72,40,57,99,2,Engineering,Advanced
S051,Spark,43,56,43,47,93,26,Engineering,Beginner
S051,Leadership,43,40,46,98,89,9,Soft Skills,Beginner
S051,Project Management,74,47,63,87,75,18,Soft Skills,Intermediate
S051,Cybersecurity,91,98,82,31,71,14,Security,Advanced
S052,Python,96,57,67,33,55,3,Programming,Advanced
S052,SQL,86,98,98,35,43,5,Programming,Advanced
S052,Excel,56,78,87,50,65,16,Analytics,Beginner
S052,Statistics,78,80,43,34,69,22,Analytics,Intermediate
S052,Machine Learning,50,41,83,16,69,4,AI,Beginner
S052,Deep Learning,57,65,92,75,40,26,AI,Beginner
S052,Data Visualization,65,62,65,10,45,12,Analytics,Intermediate
S052,Power BI,47,63,61,23,76,18,Analytics,Beginner
S052,Tableau,70,76,69,46,72,10,Analytics,Intermediate
S052,Communication,76,51,93,98,66,7,Soft Skills,Intermediate
S052,Problem Solving,48,93,60,80,94,29,Soft Skills,Beginner
S052,Critical Thinking,72,82,92,19,41,20,Soft Skills,Intermediate
S052,Cloud Computing,78,92,83,58,57,3,Cloud,Intermediate
S052,AWS,46,82,57,42,76,26,Cloud,Beginner
S052,Azure,72,83,98,99,97,11,Cloud,Intermediate
S052,Docker,43,98,57,72,88,2,Cloud,Beginner
S052,Git,68,63,61,70,83,6,Programming,Intermediate
S052,NLP,81,64,94,61,60,23,AI,Advanced
S052,Computer Vision,98,55,70,18,78,28,AI,Advanced
S052,Data Engineering,71,67,90,53,48,26,Engineering,Intermediate
S052,Big Data,84,61,71,73,62,5,Engineering,Advanced
S052,Spark,81,92,71,63,49,27,Engineering,Advanced
S052,Leadership,78,97,54,75,68,27,Soft Skills,Intermediate
S052,Project Management,86,42,58,14,67,29,Soft Skills,Advanced
S052,Cybersecurity,54,74,45,16,86,6,Security,Beginner
S053,Python,52,68,58,71,47,8,Programming,Beginner
S053,SQL,94,97,59,51,43,19,Programming,Advanced
S053,Excel,60,42,84,12,62,16,Analytics,Intermediate
S053,Statistics,52,42,87,13,99,14,Analytics,Beginner
S053,Machine Learning,52,92,96,75,54,7,AI,Beginner
S053,Deep Learning,77,73,80,26,63,17,AI,Intermediate
S053,Data Visualization,76,83,40,14,82,16,Analytics,Intermediate
S053,Power BI,85,47,95,93,89,12,Analytics,Advanced
S053,Tableau,64,56,99,30,85,16,Analytics,Intermediate
S053,Communication,53,80,75,27,82,6,Soft Skills,Beginner
S053,Problem Solving,86,44,82,29,57,13,Soft Skills,Advanced
S053,Critical Thinking,82,53,67,22,98,28,Soft Skills,Advanced
S053,Cloud Computing,96,67,90,60,66,15,Cloud,Advanced
S053,AWS,48,79,71,88,67,1,Cloud,Beginner
S053,Azure,43,85,96,71,65,8,Cloud,Beginner
S053,Docker,45,55,63,52,78,13,Cloud,Beginner
S053,Git,52,44,64,24,93,18,Programming,Beginner
S053,NLP,86,57,41,78,94,13,AI,Advanced
S053,Computer Vision,89,86,51,81,89,15,AI,Advanced
S053,Data Engineering,96,94,50,23,74,7,Engineering,Advanced
S053,Big Data,92,65,85,18,93,13,Engineering,Advanced
S053,Spark,83,63,80,69,90,11,Engineering,Advanced
S053,Leadership,94,61,62,60,93,19,Soft Skills,Advanced
S053,Project Management,57,51,94,96,67,28,Soft Skills,Beginner
S053,Cybersecurity,98,72,58,32,98,20,Security,Advanced
S054,Python,88,76,65,44,55,6,Programming,Advanced
S054,SQL,52,62,99,58,61,16,Programming,Beginner
S054,Excel,67,87,74,64,84,14,Analytics,Intermediate
S054,Statistics,47,83,94,90,60,26,Analytics,Beginner
S054,Machine Learning,79,60,64,69,45,23,AI,Intermediate
S054,Deep Learning,90,62,82,27,71,13,AI,Advanced
S054,Data Visualization,82,57,62,83,72,21,Analytics,Advanced
S054,Power BI,96,78,62,95,84,12,Analytics,Advanced
S054,Tableau,57,63,90,51,79,19,Analytics,Beginner
S054,Communication,81,46,89,52,59,27,Soft Skills,Advanced
S054,Problem Solving,45,66,48,61,70,21,Soft Skills,Beginner
S054,Critical Thinking,65,79,87,49,52,17,Soft Skills,Intermediate
S054,Cloud Computing,62,59,76,96,56,28,Cloud,Intermediate
S054,AWS,80,41,64,62,89,9,Cloud,Advanced
S054,Azure,45,50,96,42,45,13,Cloud,Beginner
S054,Docker,50,53,41,44,42,23,Cloud,Beginner
S054,Git,92,74,72,28,58,18,Programming,Advanced
S054,NLP,88,91,63,39,40,4,AI,Advanced
S054,Computer Vision,64,84,88,93,55,2,AI,Intermediate
S054,Data Engineering,68,58,62,87,64,16,Engineering,Intermediate
S054,Big Data,93,90,48,5,81,19,Engineering,Advanced
S054,Spark,72,73,55,59,57,2,Engineering,Intermediate
S054,Leadership,64,84,45,25,97,6,Soft Skills,Intermediate
S054,Project Management,71,80,87,43,70,10,Soft Skills,Intermediate
S054,Cybersecurity,49,69,96,22,99,24,Security,Beginner
S055,Python,91,48,70,19,43,8,Programming,Advanced
S055,SQL,48,84,48,30,43,17,Programming,Beginner
S055,Excel,55,54,74,56,44,23,Analytics,Beginner
S055,Statistics,44,59,54,22,86,2,Analytics,Beginner
S055,Machine Learning,68,52,43,46,84,10,AI,Intermediate
S055,Deep Learning,70,80,47,71,87,14,AI,Intermediate
S055,Data Visualization,48,69,92,15,74,5,Analytics,Beginner
S055,Power BI,81,52,75,17,51,5,Analytics,Advanced
S055,Tableau,49,99,95,77,91,7,Analytics,Beginner
S055,Communication,41,93,95,64,62,7,Soft Skills,Beginner
S055,Problem Solving,79,78,60,27,68,14,Soft Skills,Intermediate
S055,Critical Thinking,65,90,44,99,64,18,Soft Skills,Intermediate
S055,Cloud Computing,59,83,94,85,84,2,Cloud,Beginner
S055,AWS,64,52,97,96,81,23,Cloud,Intermediate
S055,Azure,45,42,97,86,50,22,Cloud,Beginner
S055,Docker,59,44,58,90,98,28,Cloud,Beginner
S055,Git,58,86,55,92,80,4,Programming,Beginner
S055,NLP,54,64,83,59,74,23,AI,Beginner
S055,Computer Vision,53,88,58,11,69,19,AI,Beginner
S055,Data Engineering,88,64,55,55,47,18,Engineering,Advanced
S055,Big Data,67,55,91,87,81,17,Engineering,Intermediate
S055,Spark,84,52,46,31,49,2,Engineering,Advanced
S055,Leadership,75,64,45,28,57,23,Soft Skills,Intermediate
S055,Project Management,45,68,64,59,56,14,Soft Skills,Beginner
S055,Cybersecurity,63,50,65,32,42,11,Security,Intermediate
S056,Python,77,53,90,94,87,21,Programming,Intermediate
S056,SQL,93,95,78,98,98,8,Programming,Advanced
S056,Excel,90,59,87,90,98,7,Analytics,Advanced
S056,Statistics,48,84,40,33,47,24,Analytics,Beginner
S056,Machine Learning,93,43,74,7,93,13,AI,Advanced
S056,Deep Learning,79,46,66,5,66,16,AI,Intermediate
S056,Data Visualization,77,46,83,91,80,27,Analytics,Intermediate
S056,Power BI,50,81,92,37,89,4,Analytics,Beginner
S056,Tableau,76,80,98,85,74,16,Analytics,Intermediate
S056,Communication,44,87,71,7,91,15,Soft Skills,Beginner
S056,Problem Solving,74,91,53,67,87,29,Soft Skills,Intermediate
S056,Critical Thinking,70,70,56,28,91,23,Soft Skills,Intermediate
S056,Cloud Computing,57,89,93,82,89,15,Cloud,Beginner
S056,AWS,54,45,66,19,89,4,Cloud,Beginner
S056,Azure,94,47,54,7,86,13,Cloud,Advanced
S056,Docker,80,73,63,65,71,20,Cloud,Advanced
S056,Git,88,52,40,38,54,12,Programming,Advanced
S056,NLP,53,96,68,86,93,7,AI,Beginner
S056,Computer Vision,68,94,70,68,64,6,AI,Intermediate
S056,Data Engineering,53,47,66,58,41,17,Engineering,Beginner
S056,Big Data,76,53,64,60,69,29,Engineering,Intermediate
S056,Spark,59,60,92,26,74,5,Engineering,Beginner
S056,Leadership,55,89,97,47,56,16,Soft Skills,Beginner
S056,Project Management,97,94,41,8,60,7,Soft Skills,Advanced
S056,Cybersecurity,73,69,45,85,78,25,Security,Intermediate
S057,Python,44,44,59,68,55,19,Programming,Beginner
S057,SQL,80,76,79,77,44,10,Programming,Advanced
S057,Excel,96,41,48,90,61,22,Analytics,Advanced
S057,Statistics,73,94,68,42,98,14,Analytics,Intermediate
S057,Machine Learning,72,57,46,69,72,1,AI,Intermediate
S057,Deep Learning,63,43,43,86,66,11,AI,Intermediate
S057,Data Visualization,98,71,72,32,81,9,Analytics,Advanced
S057,Power BI,94,75,99,74,55,2,Analytics,Advanced
S057,Tableau,62,89,81,92,95,17,Analytics,Intermediate
S057,Communication,52,95,57,58,52,17,Soft Skills,Beginner
S057,Problem Solving,76,82,78,65,81,17,Soft Skills,Intermediate
S057,Critical Thinking,54,57,62,58,90,26,Soft Skills,Beginner
S057,Cloud Computing,73,97,43,71,46,24,Cloud,Intermediate
S057,AWS,57,81,46,44,45,22,Cloud,Beginner
S057,Azure,97,40,43,53,91,18,Cloud,Advanced
S057,Docker,82,68,60,94,53,9,Cloud,Advanced
S057,Git,98,86,51,46,90,24,Programming,Advanced
S057,NLP,90,45,59,92,66,6,AI,Advanced
S057,Computer Vision,47,40,93,28,86,7,AI,Beginner
S057,Data Engineering,58,61,96,59,99,3,Engineering,Beginner
S057,Big Data,69,68,61,79,59,29,Engineering,Intermediate
S057,Spark,90,80,81,69,70,16,Engineering,Advanced
S057,Leadership,57,94,97,21,77,14,Soft Skills,Beginner
S057,Project Management,62,64,54,60,61,3,Soft Skills,Intermediate
